,id,text
23,58c7533701bbfbdf2e64111d5d2e03e7,地下车库归全体业主所有？近日，南京市鼓楼区人民法院审理的业主和开发商地下车库之争的消息成为社会关注的焦点。有网帖中声称法院判决“地下车库归全体业主所有”、“开发商收钱卖车位该退款”，不过，该说法已被证实是误传。
24,48d5bb742a69b21784e4472acfa48ed2,你还在买车位么？小区业主将免费获得车库使用权？最近，网上吵的很热的一个话题，就某置业有限公司与此置业公司的小区业主委员会的地下停车库之争案件，法院一审作出判决：开发商将地下停车库移交给业主委员会管理，全体业主享有地下停车库的权益。http://t.cn/RqikYOm
25,c1f6e337149170a38f17c361d4730382,#法润彭城#【地下车库没灯老人跌进窨井】苏州市吴中区某小区昏暗的地下车库里，徐老太下车时不慎一脚踏进窨井里，造成十级伤残。日前，苏州市吴中区法院对这一侵权责任纠纷作出判决，裁定物业与开发商承担连带赔偿责任，赔偿徐老太9万多元。
26,7cc6a643bfb236908d33a6e21a481a7d,住宅小区的车库归小区业主，还是归开发公司？全国首例小区车库之争随南京法院一审判决花落家人，“全体业主享有地下停车库的权益。”小区地下车库是用作小区配套公用设施，开发商有建的义务。建成后的车库作为公配设施，是建筑物的辅助设施，应交付建筑物的所有人共同使用。|徐州·袁桥
27,8bb36c0fb28ad224a71e1f2076796635,绵阳今24-16℃阴转小雨，明22-15℃阵雨转阴；剑南路改造一期工程预计本月全部完工；雅安石棉至甘孜泸定将建高速，成都到海螺沟将只需4小时；朋友圈热传“法院判决小区地下车库归全体业主”，法院回应：该判决早已撤销！小区停车位到底属于业主，还是开发商？详戳http://t.cn/Rqx4P6A...
28,43558debf8b7bae3ab8439bbab2a60a6,地下车库属业主，应免费使用。法庭判决：南京星汉小区业主将开发商告上法庭。法院作此判决。全國首例、意义重大、今后可依此判例提告。
29,ffc1dd2a24ddec67e6a26e05ee9eb57a,【劲爆！住宅小区车库属于业主，开发商无权售卖？！】全国首例小区车库之争一审落槌。法院一审作出判决：开发商将地下停车库移交给业主委员会管理，全体业主享有地下停车库的权益。假设每个小区有60个车库，每个车库的平均售价是10万元，开发商在这一块至少要退出12个亿左右。http://t.cn/RqxUvGG
30,0d586cd1ffa5c06b73268b3368f4725f,#案例分析#【小区车库被水淹财物损失由谁担】近年来，南宁市的极端恶劣天气频频出现。尤其是到了夏日时节，连续的降水、突发的暴雨极易造成群众的人身、财产损失。@青秀法院就一起因暴雨水淹汽车财产损失纠纷作出判决。@八桂法苑
31,44f1834a496f98d56ffca34addf4f546,发表了博文《【真相】全国首例小区车库之争，法院到底将车库判给了谁？》来源/鼓楼法院（njglfy）南京鼓楼法院曾审理过全国首例小区车库之争因涉及到众多户主的利益，被广泛关注今天，一些媒体、公众号又重新|
32,ea45803aef8cbd69cd106b0d4d40cac6,#小毅说法#媒体争纷，还需法院一锤定音。各位小伙伴，不要被误导哦！鼓楼法院曾审理过全国首例小区车库之争因涉及到众多户主的利益，被广泛关注。http://t.cn/RqfK3mi
33,b5d5db40816bd2b989affa90e0608db7,【车库之争，事关你我】全国首例小区车库之争一审落锤。法院判决:全体业主享有地下停车库的权益。河南国银律师事务所丁保勇律师认为，南京“车库之争”的判例，对催生建筑物区分所有权法律的出台，有着积极意义。如果此案业主委员会终审胜诉，全国开发商们将退出出售车库的惊人巨款。
34,09c5e0b4e99078ad0f619ad512e6f582,最近，网上吵的很热的一个话题，就南京星汉置业有限公司与星汉城市花园小区业主委员会的地下停车库之争案件，南京鼓楼区法院一审作出判决：开发商将地下停车库移交给业主委员会管理，全体业主享有地下停车库的权益。http://t.cn/RqieKCg
35,160af0022b20b2ab2124b74a484859c9,泉州晚报社-泉州通客户端4月13日讯最近，网上吵的很热的一个话题，就南京星汉置业有限公司与星汉城市花园小区业主委员会的地下停车库之争案件，南京鼓楼区法院一审作出判决：开发http://t.cn/RqiwIrY
36,9c8d3f6cb1b9b29423adf4767b14ffff,最近，南京星汉置业有限公司与星汉城市花园小区业主委员会的地下停车库之争案件在网上炒得很热，南京鼓楼区法院一审作出判决：开发商将地下停车库移交给业主委员会管理，全体业主享有地下停车库的权益。此...|还在买车位...
37,69d3dc4219dfbf671381bab2d075d8a2,你还在买车位吗？法院都判决了居民应免费使用开发商无权售卖最近，网上吵的很热的一个话题，就南京星汉置业有限公司与星汉城市花园小区业主委员会的地下停车库之争案件，南京鼓楼区法院一审作出判决：开发商将地下停车库移交给业主委员会管理，全体业主享有地下停车库的权益。意义此案判业主获胜...
38,69d3dc4219dfbf671381bab2d075d8a2,你还在买车位吗？法院都判决了居民应免费使用开发商无权售卖最近，网上吵的很热的一个话题，就南京星汉置业有限公司与星汉城市花园小区业主委员会的地下停车库之争案件，南京鼓楼区法院一审作出判决：开发商将地下停车库移交给业主委员会管理，全体业主享有地下停车库的权益。意义此案判业主获胜...
39,538ac610c597412e5bd84a0d6389cf13,【你还在买车位吗？法院都判决了居民应免费使用开发商无权售卖】2016-04-08魅力黔东演艺中心﻿最近，网上吵的很热的一个话题，就南京星汉置业有限公司与星汉城市花园小区业主委员会的地下停车库之争案件，南京鼓楼区法院一审作出判决：开发商将地下停车库移交给业主委员会管理，全体业主享有地...
40,1dd6299a4f52f98c45f5747efd00df0d,一些署名為楊絳的《一百歲感言》的手寫體“世界是自己的，與他人毫無關系”等相關內容，在微博和微信朋友圈被大量轉載傳播。但其實，這段話內容和字體都並非楊絳先生本人所作。為此，我特地收集了相關資料，節選了楊絳答問的兩個內容，希望對大家有啟發。http://t.cn/R52GmK9
41,4319cefb3a08302c0f17692c293756c9,怀念杨绛先生，拿出《我们仨》再看，三联的编辑很棒，封面还有先生手写体的mom，pop和圆O。里面收录了大量他们仨的手稿，画图那两页尤为可爱。因阿姨不识字，钱锺书只能以画图的方式告诉阿姨需要买什么日用品。“牛奶画不出来了，反正阿姨能会意”，也不知道周奶奶那天顺利买回牛奶了吗。
42,1f40fa2cfbfd2d08d994e06b4af5d2f7,一直觉得“先生”这个词带有一定意义的性别歧视…在微博缅怀一个人，她看不到。昨夜梦里，有一本大学时代的红皮书。封面手写体“杨绛”仿佛她乘坐的那艘探望钟书的小船晃悠悠的入了梦。老人与我们最近的距离，也无非是路过我们的眼前脑海和生命，留下一缕幽香。各自向前。
43,37e708e5aa1237d607ed53c247c3d511,#一则新闻#【文匯網訊】據人民網5月25日報道，今天凌晨105歲高齡的楊絳先生離世。出於敬重緬懷，一些網友在微博和微信朋友圈發佈了追思信息。一些署名為楊絳的《一百歲感言》的手寫體「世界是自己的，與他人毫無關係」等相關內容，也被轉載傳播。但其實，這段話內容和字體都並非楊絳先生本人所作。「...
44,3bfb546ca3fd36ab8ec58cc30ae0e2ea,本来就不是什么大事，只有粉圈在意粉黑作妖，路人看到只会觉得是个乌龙。其实很多路人都看出了字体是井柏然的，某些跟风狗去了水印就出来辟谣不是杨绛先生的手写。你装逼呢还是装逼呢还是装逼呢
45,ca67edb523f05ae66f6c1d622d9c7bce,内容和字体均非杨绛先生本人所作。“我们曾如此渴望命运的波澜，到最后才发现，人生最曼妙的风景，竟是内心的淡定和从容。我们曾如此期盼外界的认可，到最后才知道，世界是自己的，与他人毫无关系。”
46,ca67edb523f05ae66f6c1d622d9c7bce,内容和字体均非杨绛先生本人所作。“我们曾如此渴望命运的波澜，到最后才发现，人生最曼妙的风景，竟是内心的淡定和从容。我们曾如此期盼外界的认可，到最后才知道，世界是自己的，与他人毫无关系。”
47,1d5c4ba6b8557804ae417c07749f6617,【麻城水库遇险或危及7万群众武警调用炸药爆破泄洪】近日#湖北暴雨#密集，新洲、黄冈等地受灾严重，麻城响鼓墩水库发生险情，该水库紧邻沪汉蓉高铁、武麻高速、106国道，溃口将威胁下游7万多名群众安全。武警队员紧急调用1吨炸药，对泄流槽底部水泥进行爆破，缓解了溃口风险。http://t.cn/R5niZNj
48,0a20e14f214ecae7aade388269c57d4f,#焦点直击#【湖北多地遭受特大暴雨袭击】湖北黄冈多地遭受特大暴雨袭击，各地受灾群众超过百万。其中，麻城大中小型水库全部超过汛限水位，塘堰崩塌，部分桥梁被山洪冲毁。而罗田胜利镇发生泥石流七处，沿线大量电力、通讯设施和农田受损，7月1日早上五点多开始，胜利镇全镇停水、停电，通讯中断。(中...
49,1154f3b71cf4783ec9276eed649c68e4,连续大雨倾盆，江河水库暴涨，麻城市危急，黄冈市危急，湖北省危急！
50,6e815c014f54bb2edd60e2627d32a6aa,请相关部门重视：天灾无情，这里是湖北省黄冈市麻城市顺河镇西张店我的家乡，正在遭受洪水的摧残，希望得到有关部门的高度重视，河流上游若干水库洪水已经越坝，情况危机，下游是成千上万个人的生命，堤坝一旦出现断裂，后果不堪设想！未来三天还有继续暴雨，求紧急救援！祈祷家乡的人们都能够平平安安
51,d50a5a5e055265ab441af1f3d5e2149f,#麻城暴雨#天灾无情，这里是湖北省黄冈市麻城市顺河镇西张店，遭到史无前例摧残，希望得到有关部门的高度重视，河流上游若干水库洪水已经越坝，情况危机下游是成千上万个人的生命，堤坝一旦出现断裂，后果不堪设想！未来三天还有继续暴雨，求紧急救援！@楚天金报@楚天都市报@央视新闻
52,b6e46b3836b302d22bf044829f1ae319,求转发引起相关部门重视：天灾无情，这里是湖北省黄冈市麻城市顺河镇我的家乡，正在遭受洪水的摧残，希望得到有关部门的高度重视，河流上游若干水库洪水已经越坝，情况危机，下游是成千上万个人的生命，堤坝一旦出现断裂，后果不堪设想！未来三天还有继续暴雨，求紧急救援祈祷家乡的人们都能够平平安安
53,1c10ed92a34e36fe404953573e6fd097,天灾无情，这里是湖北省黄冈市麻城市，遭到史无前例摧残，希望得到有关部门的高度重视，河流上游若干水库洪水已经越坝，情况危机下游是成千上万个人的生命，堤坝一旦出现断裂，后果不堪设想！未来三天还有继续暴雨，求紧急救援！@举水社区官方@麻城微政务@麻城市公安局@麻城头条
54,6f7f4cb634ca9fd0c67571ac51494bbd,【菲律宾官网被黑了？假的！】近日有微博网友称菲律宾官网被黑了，上面还挂着中国五星红旗，并附带部分视频。对此@中国红客联盟发微博辟谣称此事纯属恶意炒作。“每年网络事件，都有部分黑客组织，利用事件炒作，谋利骗钱。”据悉，该视频为四年前所上传，完整版：http://t.cn/R5shC1U
55,f9198f655d660621d6b23529f8f18663,【#菲律宾官网被黑了#？假的！】近日有微博网友称菲律宾官网被黑了，上面还挂着中国五星红旗，并附带部分视频。对此@中国红客联盟发微博辟谣称此事纯属恶意炒作。“每年网络事件，都有部分黑客组织，利用事件炒作，谋利骗钱。”据悉，该视频为四年前所上传，完整版：http://t.cn/R5shC1U
56,3917e151c0eff8747eb007748c891cfe,菲律宾官网被黑挂五星红旗播中华人民共和国国歌中国黑客牛2
57,6aea10668e4ba1568d3f0079b3c164e1,每到这种时候朋友圈都不忍直视。发个什么让五星红旗飘满朋友圈，贴个观音菩萨，侮辱下菲律宾人样貌，不买个芒果干，你就是当自己爱国了？还为国保密不发小视频，不转不是中国人，怎么我的中国护照还照样好使？吃瓜群众为啥不能有点自觉，有这闲工夫，多加加班，少逃点税，比啥都强。
58,ac6b6137c6a16dd4d7310364b35f97cc,感觉自己晒黑了。另外。传播下正能量。昨天菲律宾发起仲裁结果今天官网就被中国黑客黑了打开官网。上面是放着国歌。哈哈哈哈。另外这两天会发《告白气球》的视频。
59,6f7f4cb634ca9fd0c67571ac51494bbd,【菲律宾官网被黑了？假的！】近日有微博网友称菲律宾官网被黑了，上面还挂着中国五星红旗，并附带部分视频。对此@中国红客联盟发微博辟谣称此事纯属恶意炒作。“每年网络事件，都有部分黑客组织，利用事件炒作，谋利骗钱。”据悉，该视频为四年前所上传，完整版：http://t.cn/R5shC1U
60,6f7f4cb634ca9fd0c67571ac51494bbd,【菲律宾官网被黑了？假的！】近日有微博网友称菲律宾官网被黑了，上面还挂着中国五星红旗，并附带部分视频。对此@中国红客联盟发微博辟谣称此事纯属恶意炒作。“每年网络事件，都有部分黑客组织，利用事件炒作，谋利骗钱。”据悉，该视频为四年前所上传，完整版：http://t.cn/R5shC1U
61,6f7f4cb634ca9fd0c67571ac51494bbd,【菲律宾官网被黑了？假的！】近日有微博网友称菲律宾官网被黑了，上面还挂着中国五星红旗，并附带部分视频。对此@中国红客联盟发微博辟谣称此事纯属恶意炒作。“每年网络事件，都有部分黑客组织，利用事件炒作，谋利骗钱。”据悉，该视频为四年前所上传，完整版：http://t.cn/R5shC1U
62,c0593a170891b9ea83fb96d9caccacef,#食药监动态#成都高新区食药监局副局长邓晖、成都高新区志愿者协会秘书长吴元兵向高新区志愿者协会颁发“成都高新区食品药品安全志愿者服务队”旗帜。
63,24dce5256ff7ed37ed4b105affb71549,广东梅州，人称“狗肉之城”，对于市民长期的诉求和举报，当地政府部门从来当回事，那么售卖狗肉真的合法吗？？据悉:广东自愿者早已将梅州市食药监局推上法庭，并于今日开庭，志愿者方的律师团队也早将相关资料整理就绪，庭审结果如何，本博将及时跟进，敬请关注@中国食品药品监管
64,f5602c3b2bb42d0b8f7ecc75d37c9ebd,【26位国内知名专家获聘科普志愿者】昨日，来自全国食品药品相关领域的26位专家学者获聘，成为我市食品药品第二届科普志愿者。据了解，这些专家志愿者团队主要任务是应对食品药品领域各类谣言。工作人员前方搜集信息，后方专家们紧接着针对谣言进行科学、严谨的辟谣撰文，再通过媒体途径传播出去。
65,e17425849349154f5ca268c6b17d1d5b,【协会动态】我会承担的“生鲜电商监管研究”课题项目获得省食药监局验收通过4月27日，由我会承担的“生鲜电商监管研究”课题项目获得广东省食品药品监督管理局(简称：省食药监局)验收通过。省食药监局科标处及食用农产品市场安全监管处相关领导、专家组成员、项目组主要成员等参加了会议。...
66,89c0b358a7ac4b64398e5837e4b1b28a,搁置这么多年的争议是不是要解决了？当初把这个问题搁置了，现在看来不得不解决一下了，而且，要我来说，就不能说存在争议，领土问题怎么能说存在争议呢？是我的就是我的，你第三只手敢伸过来，我就敢打你，一次就把你打怕了，我们成立火箭军、战略支援部队、五战区，不是吓唬人的|北京·西北...
67,171dbc29125620f493b3477c945a85a2,南部战区召开战备动员会议，广东、海南、广西三省区已进行国防战备动员。南海舰队重新征召近两年退役的海军士官、技术兵等回部队入役。如果美国军舰战机无视北京警告，进入中方岛屿12海里领海范围，擦枪走火势所难免。至于是否会点爆南海这个火药桶，爆发中美全面战争，就看习、奥热线是否还有效。
68,6534641619b92d47b295f302b6814dd9,必须深刻理解军改的重要思路：“军种主建、战区主战”。参加这次演习的北海、东海、南海三支舰队，是人民海军三大主力。舰队的日常建设职责在海军司令部。什么是日常建设，通俗地说就是“不打仗的时候”把部队人员、武器、后勤配备好、管理好，以便战时能向各战区指挥机构提供合格的部队和战斗支援。
69,19924ad01899f516969422b831a63518,#警方通报#【四川电视塔（成都339欢乐颂广场）未发生枪杀案件，实为警方演练】今日上午11时起至下午18时，成都警方分别在成都地铁2号线东大路地铁站口及成华区339欢乐颂广场（四川电视塔）开展不同科目的突发事件处置演练。微信朋友圈中流传的数张照片实为此次演练，地上躺倒的四人实为警察“演员”。...
70,a43a2cd0edcfac6e7c205aacdd56b7ef,【郑州警方否认“围观者拍照遭殴打“：当事人阻碍公务引冲突】郑州警方就网传围观者拍摄民警执法，遭到殴打一事作出回应称，事因当事人多次言语挑衅现场民警，并阻碍公务，导致双方发生争执。目前，警方正在对涉事嫌疑人继续抓捕中。关于冲突原因，该份通报中表述为，“26日上午，郑州外资企业管理学校...
71,a43a2cd0edcfac6e7c205aacdd56b7ef,【郑州警方否认“围观者拍照遭殴打“：当事人阻碍公务引冲突】郑州警方就网传围观者拍摄民警执法，遭到殴打一事作出回应称，事因当事人多次言语挑衅现场民警，并阻碍公务，导致双方发生争执。目前，警方正在对涉事嫌疑人继续抓捕中。关于冲突原因，该份通报中表述为，“26日上午，郑州外资企业管理学校...
72,ea48298a4ac1b78c7a6e7226e3c53f74,『郑州身边事【民警执法，严禁拍照？】网友爆料，7月26日，郑州外资企业管理学校遭数_新浪视频』http://t.cn/RtxS0HD我觉得警方通报和视频对照着看才好。@小孙警官你看呢，你觉得给车照相是构成妨害执行公务呢，还是构成袭警罪？外资学校认为警方处置不公。
73,b7de3aba963688558891d9ddf5c85ba7,【郑州警方通报拆迁冲突:不存在“威胁不准拍照”】近日，郑州外资企业管理中等专业学校（以下简称“郑州外资学校”）被指连续两天遭遇强拆，三千余名学生面临上学难题。就在强拆期间，一段“学生拍摄民警执法被打”的视频在网上热传。http://t.cn/Rtx4VMe
74,a1c2ffaeab4c12078e39bf5d548ff419,【郑州警察被曝不准围观者拍照警方：妨碍公务】近日，一条爆料郑州民警执法过程中不允许男子拍照，还抢手机，甚至扭打男子的视频网上疯传。31日，记者从@郑州须水警务获悉，经查证，系该男子严重妨碍了民警执行公务。民警不存在“警察抢手机”等行为。Via重庆晨报|网曝河南民...
75,3d8f83e19a18edc8ebd80e64e3f25da0,#白云警方转帖#【这位民警，今天必须为你点赞！】因为停车纠纷，郑州银行一位霸道女行长开奥迪带头堵路，不让业主搬家车辆离开。民警到场，当面斥责、主持公道。相比于近日动手打人的那位民警，这位是他学习的榜样！点赞！致敬！|
76,db7d8fbd0f85908ef81e5b299e83619a,【郑州警察被曝不准围观者拍照警方：男子系妨碍公务】近日，一条爆料郑州民警执法过程中不允许男子拍照，还抢手机，甚至扭打男子的视频网上疯传。31日，记者从@郑州须水警务获悉，经查证，系该男子严重妨碍了民警执行公务。民警不存在“警察抢手机”等行为。|网曝郑州民...
77,d17bffe4a51a2b283f334a1ca223a54c,网曝视频郑州民警不准围观者拍照！警方：“着”（或zhao）车妨碍公务。网友释疑：河南方言zhao是指“着”而不是“照”，“着车”即“跺车”，与拍照无关，民警不让“着车”（即跺车），不是不让“照车”（即拍照）。有点乱是吧？哈哈哈，方言比临时工强悍？@杂谈坊@真话哥@人民网
78,db7d8fbd0f85908ef81e5b299e83619a,【郑州警察被曝不准围观者拍照警方：男子系妨碍公务】近日，一条爆料郑州民警执法过程中不允许男子拍照，还抢手机，甚至扭打男子的视频网上疯传。31日，记者从@郑州须水警务获悉，经查证，系该男子严重妨碍了民警执行公务。民警不存在“警察抢手机”等行为。|网曝郑州民...
79,db7d8fbd0f85908ef81e5b299e83619a,【郑州警察被曝不准围观者拍照警方：男子系妨碍公务】近日，一条爆料郑州民警执法过程中不允许男子拍照，还抢手机，甚至扭打男子的视频网上疯传。31日，记者从@郑州须水警务获悉，经查证，系该男子严重妨碍了民警执行公务。民警不存在“警察抢手机”等行为。|网曝郑州民...
80,9d8721f97d3159aae3af6d14540f5d66,【郑州警察被曝不准围观者拍照警方：男子系妨碍公务】近日，一条爆料郑州民警执法过程中不允许男子拍照，还抢手机，甚至扭打男子的视频网上疯传。31日，记者从@郑州须水警务获悉，经查证，系该男子严重妨碍了民警执行公务。民警不存在“警察抢手机”等行为。
81,3d767915c38767e8c0452124c5434e93,网曝郑州民警不准围观者拍照警方：妨碍公务-搜狐新闻【不管谁对谁错，不管是当事人还警察，一定有视频，请公布视频！执法呢？没有视频，警方就有猫腻，值得怀疑！】http://t.cn/RtIREtk
82,db7d8fbd0f85908ef81e5b299e83619a,【郑州警察被曝不准围观者拍照警方：男子系妨碍公务】近日，一条爆料郑州民警执法过程中不允许男子拍照，还抢手机，甚至扭打男子的视频网上疯传。31日，记者从@郑州须水警务获悉，经查证，系该男子严重妨碍了民警执行公务。民警不存在“警察抢手机”等行为。|网曝郑州民...
83,d31cd28cf25bb5eff0277fcce5f7e9ce,为了黑警也是无所不用其极，连方言歧义都用上了，别招我，河南话就是别碰我，别招车门就是别碰车门，听听视频！【网曝郑州民警不准围观者拍照警方：妨碍公务-新闻频道-手机搜狐】，分享给你，一起看吧！http://t.cn/RtIorh9
84,343da169896cc8f04fa7f8ea0b3ff265,我们要看现场视频，没有剪切过的那种：[国内]郑州警方否认殴打围观拍摄者：言语挑衅妨害公务:|郑州警方否...
85,7f4225953dc1c74486a65992f238f544,#身边暖警#外来务工的余某某是2013年8月与家人失去联系的，其家属只知道他之前在北京打工，后杳无音讯。日前，@平安和平金街治安派出所接到一起警情，正好在辖区某酒店工地内发现此人。民警发现其精神恍惚，言语不清，第一时间带回所内悉心照顾，经耐心询问，并联系河南省警方帮他找到家属及时返乡。
